N,P,K,temperature,humidity,ph,rainfall,season,soil_type,label
110.02,23.86,48.44,25.88,90.39,6.06,44.87,Zaid,Alluvial,watermelon
28.59,26.78,20.7,26.78,97.49,5.38,205.09,Kharif,Laterite,coconut
80.28,47.17,13.37,17.93,64.54,6.08,135.25,Kharif,Black,maize
84.61,42.21,20.51,24.89,66.11,6.9,94.6,Kharif,Black,maize
10.66,77.41,23.63,18.17,64.62,6.66,46.98,Rabi,Alluvial,lentil
52.93,61.37,18.01,28.34,67.94,6.93,73.18,Kharif,Alluvial,blackgram
58.6,41.99,21.36,20.2,73.72,7.07,28.77,Rabi,Black,maize
94.44,46.73,57.17,26.32,88.25,6.41,218.97,Kharif,Alluvial,rice
76.22,48.3,56.14,22.62,84.96,7.13,196.36,Kharif,Alluvial,jute
24.26,13.42,39.62,24.22,94.9,6.08,157.24,Kharif,Laterite,coconut
24.81,15.25,15.09,31.63,52.73,6.63,67.5,Kharif,Desert,mothbeans
22.77,10.48,37.64,27.62,88.85,6.66,165.84,Rabi,Laterite,coconut
5.65,19.41,49.1,21.33,89.66,6.47,102.25,Zaid,Black,pomegranate
90.24,46.33,22.26,22.01,77.86,6.55,103.37,Kharif,Black,maize
28.61,63.8,74.85,20.77,10.0,7.53,115.49,Rabi,Black,chickpea
78.32,20.4,58.11,25.68,77.01,6.75,48.29,Zaid,Alluvial,watermelon
9.84,75.64,16.57,27.79,56.06,5.53,100.63,Kharif,Mountain,pigeonpeas
103.62,0.75,52.1,20.65,80.17,6.18,42.04,Zaid,Laterite,watermelon
19.75,64.3,22.86,20.69,53.37,6.89,55.68,Rabi,Red,lentil
126.05,18.4,63.42,35.2,93.59,6.0,20.61,Rabi,Alluvial,muskmelon
85.74,40.24,45.97,24.62,79.49,6.43,250.33,Kharif,Alluvial,rice
96.36,40.55,23.98,25.65,64.17,6.8,152.56,Kharif,Red,coffee
16.5,77.39,27.5,13.49,51.26,7.61,34.15,Rabi,Alluvial,lentil
44.84,69.84,23.0,28.63,72.45,7.67,64.28,Kharif,Alluvial,blackgram
93.44,27.73,35.68,25.66,88.13,6.54,13.73,Zaid,Alluvial,muskmelon
72.33,53.47,17.87,21.93,55.65,5.93,61.79,Kharif,Red,maize
24.24,75.95,31.34,29.73,49.5,6.14,166.12,Kharif,Black,pigeonpeas
74.96,61.69,37.4,20.49,80.77,6.06,122.12,Kharif,Alluvial,rice
23.11,48.58,15.97,30.12,62.53,7.04,65.92,Rabi,Desert,mothbeans
81.95,14.72,41.71,27.15,90.96,6.13,23.75,Zaid,Alluvial,muskmelon
96.78,17.24,46.31,23.65,93.71,5.9,20.27,Zaid,Alluvial,muskmelon
17.44,124.0,177.28,25.65,79.59,5.32,57.48,Rabi,Black,grapes
23.79,26.12,36.38,21.52,93.21,6.56,72.76,Zaid,Black,pomegranate
78.11,19.12,42.04,25.4,84.38,6.6,47.28,Zaid,Alluvial,watermelon
69.86,45.86,31.91,25.02,80.77,7.04,203.2,Kharif,Alluvial,jute
124.74,58.33,14.12,23.07,84.51,6.33,40.59,Rabi,Black,cotton
89.14,47.06,14.22,20.39,82.9,7.21,105.71,Zaid,Black,cotton
37.88,70.66,7.35,21.85,67.77,7.3,107.16,Kharif,Alluvial,blackgram
9.76,23.87,38.27,15.79,98.41,6.61,112.74,Zaid,Black,pomegranate
27.62,86.35,28.4,19.66,13.28,5.75,90.19,Rabi,Mountain,kidneybeans
49.63,67.01,87.21,14.67,10.0,7.02,50.59,Rabi,Black,chickpea
44.38,55.41,47.91,31.61,91.23,5.56,151.64,Zaid,Laterite,papaya
36.03,52.28,74.78,21.03,15.31,7.8,71.29,Rabi,Black,chickpea
101.01,14.53,58.39,24.73,93.04,6.37,46.98,Zaid,Alluvial,watermelon
86.35,6.66,43.71,26.88,89.93,6.26,30.35,Zaid,Alluvial,muskmelon
110.13,48.38,20.96,25.45,56.82,6.17,43.29,Zaid,Black,maize
91.78,26.4,43.67,22.41,59.96,6.49,162.71,Kharif,Red,coffee
26.05,54.03,16.83,28.77,85.59,7.39,45.37,Zaid,Alluvial,mungbean
29.09,72.11,80.23,17.08,18.44,8.2,71.18,Rabi,Black,chickpea
41.19,67.22,56.85,35.24,92.89,6.44,156.8,Zaid,Laterite,papaya
120.99,24.98,37.96,23.99,53.73,6.77,213.04,Kharif,Red,coffee
79.64,39.45,23.95,26.7,77.97,6.1,241.48,Kharif,Alluvial,rice
80.41,22.32,46.98,24.98,97.44,5.92,19.18,Zaid,Alluvial,muskmelon
111.67,50.01,50.61,22.99,77.66,5.93,179.3,Kharif,Alluvial,rice
54.15,42.34,18.7,26.4,78.98,6.86,188.94,Kharif,Alluvial,jute
110.1,72.23,11.8,25.93,78.01,6.63,76.54,Kharif,Black,cotton
18.98,69.56,17.41,24.09,61.34,5.86,165.22,Kharif,Black,pigeonpeas
42.2,62.52,15.27,31.5,79.65,7.0,52.45,Kharif,Desert,blackgram
118.07,22.4,59.78,22.58,87.77,6.4,31.69,Zaid,Alluvial,muskmelon
29.85,16.8,28.58,26.44,86.65,6.27,157.32,Kharif,Laterite,coconut
87.45,43.62,46.48,29.57,80.83,6.08,293.17,Kharif,Laterite,rice
14.59,21.43,0.11,21.98,92.21,7.33,99.61,Rabi,Black,orange
19.54,38.99,29.04,26.28,46.54,5.42,90.41,Zaid,Laterite,mango
19.44,22.72,41.57,30.42,69.92,5.11,100.8,Zaid,Laterite,mango
113.23,19.08,61.2,24.82,89.27,6.63,20.9,Zaid,Alluvial,muskmelon
73.12,55.89,51.85,22.99,86.75,6.02,215.8,Kharif,Alluvial,rice
23.18,135.8,183.24,20.09,96.34,6.85,77.06,Rabi,Mountain,apple
16.42,60.86,25.67,31.55,84.51,7.45,40.34,Zaid,Alluvial,mungbean
63.01,32.29,66.57,34.32,93.38,7.12,91.88,Zaid,Black,papaya
85.89,77.04,54.79,27.44,85.29,6.12,112.06,Zaid,Alluvial,banana
24.28,52.19,18.99,27.37,80.94,7.83,54.38,Kharif,Alluvial,blackgram
91.41,17.52,52.66,28.61,88.55,6.59,19.35,Zaid,Alluvial,muskmelon
28.3,150.0,210.0,21.14,92.9,6.37,75.98,Rabi,Alluvial,apple
16.91,17.83,38.06,26.87,96.25,5.63,147.59,Kharif,Laterite,coconut
56.57,65.06,35.24,31.94,97.84,7.15,103.56,Rabi,Laterite,papaya
18.7,62.97,16.97,32.09,64.09,5.12,129.34,Kharif,Black,pigeonpeas
94.76,26.23,46.38,21.92,85.14,6.45,144.56,Kharif,Alluvial,jute
20.5,150.0,210.0,23.32,94.71,5.55,127.53,Rabi,Mountain,apple
22.17,137.56,202.02,23.18,88.43,5.85,87.43,Rabi,Red,apple
63.13,49.54,18.23,23.76,74.49,6.18,55.36,Kharif,Black,maize
23.64,38.98,22.24,25.13,84.37,6.46,71.19,Zaid,Alluvial,mungbean
23.25,150.0,201.61,21.12,90.8,5.29,85.91,Rabi,Mountain,apple
18.2,57.27,30.88,19.22,74.2,7.1,44.5,Rabi,Alluvial,lentil
32.67,134.31,183.27,19.42,78.53,5.7,80.54,Rabi,Desert,grapes
121.76,28.89,38.51,23.78,78.99,6.58,274.25,Kharif,Alluvial,rice
103.29,25.83,52.31,24.29,80.29,6.53,47.38,Zaid,Alluvial,watermelon
15.83,57.24,16.41,12.64,59.11,6.78,52.32,Rabi,Black,lentil
27.59,137.22,174.88,22.32,93.97,5.83,126.22,Rabi,Red,apple
29.14,136.54,204.03,22.46,79.97,5.69,40.89,Kharif,Black,grapes
41.79,85.21,100.34,18.68,22.95,6.79,59.11,Rabi,Black,chickpea
73.5,47.8,23.07,19.35,62.74,6.73,104.1,Kharif,Black,maize
111.01,93.15,57.31,22.75,85.66,6.03,83.29,Zaid,Alluvial,banana
15.04,68.18,18.97,21.37,24.65,5.67,56.21,Rabi,Mountain,kidneybeans
24.45,17.02,9.03,24.94,88.47,6.89,114.96,Rabi,Alluvial,orange
14.94,34.51,17.99,26.75,46.67,4.93,128.52,Zaid,Laterite,mango
107.91,42.49,26.5,24.62,57.85,5.87,146.13,Kharif,Red,coffee
39.37,47.07,60.26,30.47,86.16,6.7,137.58,Zaid,Laterite,papaya
19.08,137.76,200.8,23.41,81.1,6.01,66.77,Rabi,Black,grapes
18.78,109.49,203.44,24.7,74.4,5.48,58.44,Rabi,Black,grapes
17.68,27.9,23.6,25.24,95.65,5.93,183.17,Kharif,Laterite,coconut
99.88,52.07,20.48,21.13,72.04,7.04,58.74,Kharif,Black,cotton
94.42,47.98,29.72,20.74,82.95,6.27,254.32,Kharif,Black,rice
26.01,67.49,24.61,24.57,50.9,5.96,93.31,Kharif,Black,pigeonpeas
30.18,80.01,25.07,31.06,71.37,6.79,42.14,Kharif,Alluvial,blackgram
40.83,64.73,91.06,18.62,23.56,6.57,74.76,Rabi,Black,chickpea
2.87,66.78,23.35,21.59,75.02,7.02,51.06,Rabi,Alluvial,lentil
22.41,61.83,16.71,16.39,20.32,5.81,42.54,Rabi,Mountain,kidneybeans
13.09,149.46,198.76,23.38,95.4,5.86,145.79,Rabi,Mountain,apple
18.17,9.72,48.66,20.32,97.59,6.61,59.58,Zaid,Black,pomegranate
19.23,23.73,61.44,19.73,87.34,6.56,104.88,Zaid,Black,pomegranate
81.67,47.16,41.98,24.99,79.11,6.57,231.43,Kharif,Alluvial,jute
112.6,21.08,43.33,30.61,92.96,6.47,21.25,Zaid,Mountain,muskmelon
15.15,76.36,25.26,25.13,64.4,5.66,101.64,Kharif,Black,pigeonpeas
70.09,44.64,33.57,26.6,72.26,6.74,178.31,Kharif,Alluvial,jute
70.39,52.02,46.44,23.59,74.66,7.04,150.45,Kharif,Alluvial,jute
16.83,17.98,26.39,24.99,44.79,5.22,107.35,Zaid,Laterite,mango
10.62,27.27,43.49,22.8,83.64,7.05,122.99,Zaid,Black,pomegranate
8.88,55.2,11.9,35.39,55.61,7.03,83.66,Kharif,Desert,mothbeans
37.25,72.0,26.56,28.46,70.22,6.89,51.04,Kharif,Alluvial,blackgram
97.32,40.23,33.36,29.08,71.81,6.99,217.91,Kharif,Alluvial,rice
12.34,65.54,16.77,18.95,62.67,6.96,59.66,Rabi,Alluvial,lentil
42.0,68.29,4.72,23.51,69.93,7.51,53.61,Rabi,Alluvial,blackgram
17.46,55.81,14.2,28.78,61.19,6.7,34.56,Kharif,Desert,mothbeans
13.83,120.1,182.14,22.62,79.86,6.11,60.99,Rabi,Red,grapes
101.23,15.39,62.38,26.99,95.91,6.94,48.25,Zaid,Alluvial,watermelon
18.74,27.61,25.34,24.06,76.14,6.55,85.67,Zaid,Alluvial,mungbean
99.25,52.9,14.29,19.31,71.06,7.08,61.42,Kharif,Black,cotton
49.03,74.08,47.52,33.82,87.98,6.61,126.99,Zaid,Laterite,papaya
109.23,13.82,38.8,24.81,92.47,6.36,46.87,Zaid,Alluvial,watermelon
14.31,20.16,27.81,27.84,46.2,5.1,58.34,Zaid,Laterite,mango
85.54,72.3,62.24,24.2,79.44,5.97,89.36,Zaid,Alluvial,banana
22.63,77.57,14.08,22.26,25.21,6.18,109.74,Rabi,Mountain,kidneybeans
26.21,63.95,24.22,27.34,85.1,6.54,63.17,Zaid,Alluvial,mungbean
95.33,15.08,51.72,27.71,91.45,6.6,25.61,Kharif,Alluvial,muskmelon
20.9,19.85,19.7,25.44,92.19,6.8,154.69,Kharif,Laterite,coconut
17.53,56.98,15.49,13.6,18.49,6.09,117.89,Rabi,Mountain,kidneybeans
31.96,19.34,44.33,15.04,95.22,7.05,101.5,Zaid,Black,pomegranate
33.72,53.24,12.28,29.0,61.52,6.61,68.94,Kharif,Alluvial,blackgram
38.42,32.33,16.99,31.68,51.67,6.91,113.96,Kharif,Alluvial,blackgram
82.5,12.29,51.62,20.77,82.6,6.65,37.05,Zaid,Alluvial,watermelon
109.24,76.76,50.01,30.91,76.07,5.35,106.29,Zaid,Red,banana
22.44,12.04,39.23,24.61,86.51,6.81,103.38,Kharif,Black,pomegranate
92.31,28.08,26.57,23.41,62.65,7.11,144.54,Zaid,Red,coffee
62.49,76.56,43.57,31.88,92.09,6.98,106.31,Rabi,Laterite,papaya
83.53,51.78,44.31,23.28,85.77,6.58,165.41,Zaid,Alluvial,jute
25.17,11.44,40.78,29.12,90.64,5.32,164.77,Kharif,Alluvial,coconut
25.29,14.82,5.37,20.34,96.19,7.5,124.4,Rabi,Black,orange
22.2,14.31,29.05,25.97,96.7,5.61,161.11,Kharif,Laterite,coconut
95.15,17.29,43.49,22.75,86.16,5.85,60.02,Zaid,Red,watermelon
19.93,110.89,203.55,17.29,91.97,5.41,131.51,Zaid,Mountain,apple
49.77,58.73,18.63,31.67,98.21,6.25,172.44,Zaid,Desert,papaya
103.72,31.83,69.5,28.07,89.61,6.51,18.43,Zaid,Red,muskmelon
89.62,25.65,40.51,30.5,94.46,6.01,40.87,Zaid,Alluvial,muskmelon
124.16,48.44,13.68,21.68,78.52,6.7,105.2,Kharif,Black,cotton
17.8,114.03,179.13,24.68,80.23,5.86,101.22,Rabi,Black,grapes
75.89,54.8,37.36,24.11,83.36,7.16,175.96,Rabi,Alluvial,jute
75.85,41.16,50.71,20.91,83.38,6.45,156.25,Kharif,Alluvial,jute
18.88,122.67,196.3,25.28,76.8,5.36,70.35,Rabi,Black,grapes
12.1,58.0,32.16,13.96,61.0,7.01,56.83,Rabi,Alluvial,lentil
94.27,42.43,50.24,20.13,83.7,6.21,173.57,Kharif,Alluvial,rice
20.86,31.6,37.68,33.37,48.63,5.63,141.98,Zaid,Laterite,mango
19.85,84.74,24.26,16.8,80.84,7.16,42.44,Rabi,Alluvial,lentil
20.62,150.0,189.48,22.6,97.77,5.89,85.39,Rabi,Mountain,apple
27.49,53.84,25.32,30.19,82.61,6.05,52.18,Zaid,Alluvial,mungbean
24.1,19.78,25.94,28.67,96.74,5.63,139.58,Kharif,Laterite,coconut
83.05,38.53,29.18,30.06,86.41,6.2,289.2,Kharif,Alluvial,rice
67.76,34.1,6.84,27.09,84.52,6.99,99.1,Kharif,Black,maize
12.54,24.51,30.39,31.23,66.04,5.6,100.56,Zaid,Laterite,mango
16.84,14.89,36.45,17.4,91.18,5.79,62.7,Zaid,Black,pomegranate
80.67,59.29,19.96,26.35,75.9,7.04,96.17,Kharif,Desert,cotton
24.21,84.87,17.02,18.76,64.82,6.9,33.63,Rabi,Alluvial,lentil
96.27,16.97,37.32,29.07,93.94,6.6,33.31,Zaid,Black,muskmelon
25.08,21.35,12.22,23.44,93.38,6.72,118.02,Rabi,Desert,orange
19.52,131.95,197.82,23.63,82.04,5.64,84.01,Rabi,Black,grapes
15.78,44.57,22.3,25.59,43.83,7.03,78.01,Kharif,Desert,mothbeans
98.4,23.09,37.7,27.34,54.88,7.19,163.73,Kharif,Red,coffee
28.53,74.32,18.72,19.96,18.63,6.64,38.39,Rabi,Mountain,kidneybeans
19.59,75.07,18.24,13.65,22.63,6.18,133.54,Rabi,Mountain,kidneybeans
83.23,84.29,31.2,28.77,72.42,5.7,108.97,Zaid,Alluvial,banana
127.42,22.14,36.53,22.87,89.08,6.97,34.73,Zaid,Alluvial,watermelon
21.88,67.27,27.69,20.81,66.11,7.17,32.33,Rabi,Alluvial,lentil
16.47,68.36,18.09,16.68,65.7,6.97,53.43,Rabi,Alluvial,lentil
127.04,34.91,21.16,22.12,46.15,6.74,204.38,Kharif,Red,coffee
21.71,70.25,19.24,29.22,54.86,6.42,160.11,Kharif,Black,pigeonpeas
49.83,68.78,61.29,31.43,91.23,6.74,175.56,Zaid,Desert,papaya
61.75,48.43,70.27,33.94,90.83,6.87,128.38,Zaid,Laterite,papaya
26.33,16.37,0.6,16.61,92.49,7.34,77.65,Rabi,Black,orange
20.26,44.84,18.97,33.49,79.53,6.58,82.55,Zaid,Alluvial,mungbean
89.01,38.07,19.84,20.33,77.85,7.08,60.19,Kharif,Black,maize
122.35,14.22,55.62,32.02,89.31,6.21,38.9,Zaid,Alluvial,muskmelon
23.01,18.75,25.89,36.31,57.28,6.02,102.13,Zaid,Laterite,mango
67.2,44.86,42.02,22.59,74.8,6.33,302.55,Kharif,Alluvial,rice
34.89,63.72,25.66,21.59,69.44,7.48,58.8,Kharif,Alluvial,blackgram
80.6,45.11,42.67,27.2,80.58,6.26,217.59,Kharif,Black,rice
80.72,35.03,23.2,20.39,60.77,6.59,115.96,Kharif,Black,maize
28.49,143.7,199.1,21.38,75.4,5.41,62.35,Rabi,Alluvial,grapes
19.52,72.72,27.8,18.96,60.51,7.18,49.8,Kharif,Alluvial,lentil
78.28,33.66,44.31,25.47,79.35,6.79,143.84,Kharif,Alluvial,jute
98.43,50.6,12.57,24.05,84.19,6.57,70.16,Kharif,Alluvial,cotton
96.13,29.49,17.84,22.45,47.89,6.63,132.79,Kharif,Red,coffee
110.13,73.1,49.08,28.4,77.34,6.36,143.21,Zaid,Alluvial,banana
12.35,19.01,22.11,28.55,57.12,5.84,56.28,Zaid,Red,mango
94.2,21.0,44.75,22.34,81.18,6.55,61.57,Zaid,Alluvial,watermelon
38.19,18.55,13.0,21.07,90.22,6.89,93.35,Zaid,Desert,orange
98.15,10.58,44.65,29.12,83.51,6.89,66.81,Zaid,Black,watermelon
17.82,58.26,23.2,36.08,45.15,6.82,29.25,Kharif,Desert,mothbeans
11.82,72.73,24.37,22.73,56.82,5.72,135.91,Kharif,Black,pigeonpeas
121.44,46.95,21.33,32.94,74.34,6.56,52.39,Kharif,Black,cotton
106.44,31.23,32.32,26.26,77.0,6.47,85.67,Kharif,Black,cotton
27.26,138.43,210.0,20.32,94.69,5.78,137.63,Rabi,Mountain,apple
16.81,74.57,20.14,16.6,15.62,5.79,121.11,Rabi,Mountain,kidneybeans
113.08,28.51,22.45,21.54,78.38,7.6,98.89,Kharif,Black,cotton
25.39,36.1,37.56,27.42,48.33,5.99,110.38,Zaid,Laterite,mango
73.33,28.31,32.28,29.98,80.33,6.04,242.71,Kharif,Alluvial,rice
21.41,121.74,184.17,19.84,99.46,5.95,119.24,Rabi,Mountain,apple
23.45,120.88,210.0,28.74,84.58,6.42,68.79,Rabi,Black,grapes
24.16,150.0,187.42,21.6,90.9,6.3,125.2,Rabi,Mountain,apple
37.53,71.05,18.79,26.44,75.32,7.12,106.88,Kharif,Alluvial,blackgram
18.5,18.7,48.44,27.07,95.45,6.36,155.15,Zaid,Black,pomegranate
45.13,51.99,59.84,37.17,95.42,6.53,132.69,Zaid,Laterite,papaya
83.92,59.97,15.12,22.46,65.12,5.91,101.21,Kharif,Black,maize
20.68,24.06,27.84,30.54,98.29,5.67,147.22,Kharif,Laterite,coconut
22.15,20.15,20.51,31.55,35.17,5.93,92.82,Zaid,Laterite,mango
23.65,107.16,188.78,16.65,95.49,5.89,67.43,Rabi,Mountain,apple
20.23,150.0,170.15,23.07,83.07,5.91,50.44,Rabi,Black,grapes
32.25,16.75,14.99,22.13,88.89,7.59,97.56,Rabi,Black,orange
9.98,24.97,32.95,21.27,94.66,6.86,110.69,Zaid,Black,pomegranate
12.94,56.0,19.35,24.59,50.54,6.12,167.45,Kharif,Black,pigeonpeas
19.65,17.77,39.08,17.87,80.56,6.83,91.4,Zaid,Black,pomegranate
103.43,91.3,64.86,23.66,86.73,6.45,82.14,Zaid,Alluvial,banana
102.93,94.89,57.92,28.47,87.93,5.91,74.51,Zaid,Alluvial,banana
19.91,45.99,22.21,31.12,37.36,6.62,53.21,Kharif,Desert,mothbeans
40.5,60.47,22.38,24.38,56.42,6.78,79.74,Kharif,Alluvial,blackgram
13.36,39.89,22.86,28.14,90.82,6.83,50.33,Zaid,Alluvial,mungbean
47.72,81.83,81.06,19.59,12.91,7.14,87.32,Rabi,Black,chickpea
33.83,54.77,20.77,25.4,67.24,6.32,56.95,Kharif,Alluvial,blackgram
99.29,25.15,25.8,26.12,47.35,6.72,140.81,Zaid,Red,coffee
124.31,60.31,23.55,24.22,68.85,6.97,80.64,Kharif,Black,cotton
17.63,27.7,27.15,28.83,41.85,5.62,102.17,Zaid,Laterite,mango
46.71,64.95,47.9,39.64,92.17,6.22,131.08,Zaid,Laterite,papaya
28.55,22.38,4.43,24.03,94.5,7.08,86.54,Rabi,Black,orange
112.27,55.47,21.13,25.77,81.73,6.53,104.23,Kharif,Black,cotton
30.52,20.19,56.08,17.87,91.92,6.85,106.21,Rabi,Black,pomegranate
26.31,120.67,187.62,23.56,83.09,6.31,92.5,Rabi,Black,grapes
108.73,97.82,44.14,32.64,80.82,5.66,93.03,Zaid,Alluvial,banana
59.59,64.6,27.18,22.17,59.31,5.97,86.86,Kharif,Red,maize
13.86,21.42,47.62,23.89,92.75,5.97,131.98,Zaid,Laterite,coconut
34.66,35.65,13.81,26.68,63.3,6.81,31.46,Rabi,Desert,mothbeans
22.99,20.8,25.74,36.69,48.8,5.8,93.66,Zaid,Laterite,mango
26.54,24.13,35.74,28.42,46.24,6.45,89.57,Zaid,Laterite,mango
22.74,128.74,183.72,23.4,92.54,6.51,120.75,Rabi,Mountain,apple
108.23,19.24,54.01,26.43,96.27,6.36,10.0,Zaid,Desert,muskmelon
11.08,65.61,26.71,18.83,66.13,7.09,59.05,Rabi,Red,lentil
23.53,19.65,48.71,19.23,91.65,5.82,77.99,Zaid,Laterite,pomegranate
107.44,76.34,33.59,28.29,79.95,5.56,137.91,Zaid,Alluvial,banana
19.84,113.5,210.0,24.25,93.86,5.8,97.96,Rabi,Mountain,apple
23.74,14.34,6.61,29.14,91.78,7.72,116.87,Rabi,Black,orange
35.8,65.01,68.62,32.36,91.23,6.94,133.77,Zaid,Mountain,papaya
16.03,70.84,24.78,22.5,64.53,6.81,47.29,Rabi,Alluvial,lentil
112.66,38.35,16.15,21.18,78.06,7.05,96.39,Kharif,Mountain,cotton
101.17,25.12,38.38,27.66,53.04,6.83,149.46,Zaid,Red,coffee
27.79,23.24,27.15,25.61,96.64,5.56,144.44,Kharif,Laterite,coconut
23.24,55.24,13.62,16.87,64.49,6.23,34.45,Rabi,Black,lentil
16.51,119.51,196.8,25.63,89.26,5.53,117.45,Rabi,Mountain,apple
103.58,25.36,62.26,26.69,93.31,6.19,17.62,Zaid,Alluvial,muskmelon
50.33,62.15,22.79,31.65,59.79,6.8,65.89,Kharif,Alluvial,blackgram
38.77,60.61,26.41,30.49,56.2,7.44,62.63,Kharif,Alluvial,blackgram
20.4,51.04,15.44,26.49,42.28,5.5,197.26,Kharif,Black,pigeonpeas
36.81,70.6,85.83,22.74,16.27,8.76,81.13,Rabi,Black,chickpea
79.19,35.93,32.79,25.24,74.58,6.18,247.18,Kharif,Desert,rice
100.23,38.16,25.68,22.23,72.39,7.11,69.06,Kharif,Laterite,cotton
20.3,83.65,14.7,16.65,48.48,6.27,119.59,Kharif,Black,pigeonpeas
20.71,78.81,16.24,18.14,21.26,5.5,70.69,Rabi,Mountain,kidneybeans
70.08,55.71,4.83,23.68,73.26,6.2,75.78,Kharif,Black,maize
93.27,96.16,59.73,27.29,79.66,5.94,109.73,Zaid,Alluvial,banana
71.58,56.76,64.48,26.56,76.28,6.5,146.91,Kharif,Desert,jute
22.79,14.26,11.39,17.37,88.91,7.37,113.6,Rabi,Black,orange
39.26,70.8,52.1,36.97,93.09,6.9,134.26,Zaid,Laterite,papaya
25.28,25.39,35.37,26.8,95.45,5.93,166.69,Kharif,Laterite,coconut
23.54,33.13,8.55,29.9,73.46,7.02,75.08,Kharif,Desert,mothbeans
68.57,47.8,12.59,23.62,80.47,5.44,261.91,Kharif,Alluvial,rice
23.31,142.45,193.76,26.78,74.28,6.03,68.54,Rabi,Black,grapes
10.96,80.46,21.3,23.28,69.34,6.97,60.12,Rabi,Alluvial,lentil
61.67,62.59,66.32,37.43,84.71,6.8,148.57,Zaid,Laterite,papaya
36.69,79.85,74.3,12.14,16.63,7.29,57.76,Rabi,Black,chickpea
42.64,37.14,91.73,16.74,10.0,7.13,63.07,Kharif,Alluvial,chickpea
22.75,127.79,196.57,28.27,91.59,5.02,101.28,Rabi,Mountain,apple
94.04,20.63,41.49,26.27,89.32,6.42,55.74,Zaid,Alluvial,watermelon
87.38,29.73,41.8,28.21,85.82,5.64,195.5,Kharif,Alluvial,rice
49.99,60.25,70.97,34.75,86.66,6.84,129.13,Zaid,Laterite,papaya
25.76,51.1,14.42,26.17,86.36,6.34,40.07,Zaid,Alluvial,mungbean
77.45,36.47,42.01,20.22,78.71,6.6,161.38,Kharif,Laterite,jute
51.38,36.7,57.32,31.33,85.53,6.37,127.75,Zaid,Laterite,papaya
15.3,28.7,33.84,24.43,90.74,6.53,70.59,Zaid,Black,pomegranate
19.76,135.94,196.36,15.06,92.06,6.02,101.75,Rabi,Mountain,apple
89.17,32.55,33.18,28.23,72.8,6.84,156.1,Kharif,Alluvial,jute
42.72,70.47,19.35,29.4,80.37,5.95,61.06,Kharif,Alluvial,blackgram
99.49,59.87,40.72,25.32,67.61,6.4,76.17,Kharif,Laterite,maize
24.9,11.85,41.22,23.53,86.48,6.09,127.21,Zaid,Black,pomegranate
13.59,55.78,18.34,23.74,49.74,5.64,158.42,Kharif,Black,pigeonpeas
99.62,13.11,43.56,27.85,93.76,6.38,23.84,Zaid,Alluvial,muskmelon
22.96,45.91,17.73,24.51,85.7,6.82,41.98,Zaid,Laterite,mungbean
44.92,72.1,23.87,30.0,88.48,6.69,39.21,Kharif,Alluvial,blackgram
89.98,30.94,39.39,23.48,83.35,7.0,187.7,Kharif,Alluvial,jute
22.36,9.46,42.91,28.79,98.08,5.69,185.41,Kharif,Laterite,coconut
28.93,76.02,23.7,26.31,58.87,6.92,29.45,Kharif,Alluvial,blackgram
141.18,48.64,22.12,23.95,81.41,6.92,89.56,Kharif,Black,cotton
98.25,19.59,60.57,23.41,85.08,6.09,55.76,Zaid,Alluvial,watermelon
22.55,69.13,24.7,25.28,51.26,6.08,163.34,Kharif,Black,pigeonpeas
99.02,87.38,36.8,28.16,83.2,6.26,114.09,Rabi,Alluvial,banana
20.87,150.0,180.24,18.65,91.07,6.05,103.15,Rabi,Mountain,apple
21.16,137.42,201.33,20.62,90.8,5.88,122.09,Rabi,Mountain,apple
17.62,54.75,23.22,22.09,59.05,6.44,35.77,Rabi,Alluvial,lentil
35.3,61.31,42.25,39.43,96.32,6.4,138.82,Zaid,Laterite,papaya
32.31,45.67,20.4,25.61,84.69,7.19,62.14,Zaid,Alluvial,mungbean
69.43,53.73,31.19,26.7,65.48,5.98,102.46,Kharif,Black,maize
22.32,70.14,13.93,22.68,38.38,5.7,132.53,Zaid,Black,pigeonpeas
87.4,17.56,21.5,23.75,47.31,6.02,131.61,Kharif,Red,coffee
19.68,5.27,19.6,21.69,88.79,7.21,95.07,Zaid,Black,orange
17.13,6.39,50.76,17.96,89.58,6.04,147.09,Zaid,Black,pomegranate
21.29,36.85,12.73,28.97,81.38,6.68,84.27,Zaid,Mountain,mungbean
87.77,32.74,29.85,19.31,50.26,6.8,162.25,Kharif,Red,coffee
114.54,54.86,34.06,25.65,91.73,6.55,281.45,Kharif,Alluvial,rice
14.0,73.3,20.58,22.65,54.09,7.06,44.22,Rabi,Alluvial,lentil
20.98,26.57,20.32,23.49,99.17,6.13,178.16,Kharif,Red,coconut
84.18,15.28,32.38,27.82,64.97,5.85,153.87,Kharif,Red,coffee
43.85,61.72,21.59,28.32,45.31,7.02,53.14,Kharif,Alluvial,blackgram
12.82,71.19,27.22,28.37,47.07,6.37,129.17,Zaid,Alluvial,pigeonpeas
15.29,127.3,186.33,23.0,71.4,5.87,59.21,Rabi,Laterite,grapes
98.47,25.77,35.91,24.44,88.7,6.42,43.2,Zaid,Alluvial,watermelon
20.86,12.61,5.71,20.45,90.67,6.66,75.16,Rabi,Black,orange
90.1,57.74,37.08,17.03,83.73,6.0,218.43,Kharif,Mountain,rice
